2081.000, -0.3410, 0.9610 ,0.3010
2082.000, -0.8210, 0.5710 ,0.0210
2083.000, -0.9910, 0.5410 ,0.0010
2084.000, -0.9710, 0.5710 ,0.0610
2085.000, -0.1310, 0.0110 ,0.7610
2086.000, -0.8710, 0.2010 ,0.4110
2087.000, -0.8110, 0.2710 ,0.1710
2088.000, -0.6110, 0.5010 ,0.8210
2089.000, -0.9210, 0.5110 ,0.3610
2090.000, -0.7510, 0.5310 ,0.3810
2091.000, -0.9710, 0.3710 ,0.3210
2092.000, -0.9810, 0.9910 ,0.9610
2093.000, -0.4410, 0.1310 ,0.5610
2094.000, -0.8910, 0.6810 ,0.8210
2095.000, -0.7610, 0.1010 ,0.3910
2096.000, -0.0910, 0.2810 ,0.2110
2097.000, -0.5710, 0.5010 ,0.5210
2098.000, -0.2410, 0.7910 ,0.6210
2099.000, -0.1310, 0.8010 ,0.8710
2100.000, -0.8410, 0.2910 ,0.6510
2101.000, -0.1210, 0.7010 ,0.7310
2102.000, -0.0210, 0.1510 ,0.1210
2103.000, -0.8510, 0.0310 ,0.0410
2104.000, -0.8010, 0.0710 ,0.3310
2105.000, -0.9910, 0.5510 ,0.8310
2106.000, -0.2010, 0.0310 ,0.8710
2107.000, -0.6610, 0.1110 ,0.6410
2108.000, -0.0810, 0.8810 ,0.2910
2109.000, -0.7310, 0.6910 ,0.6610
2110.000, -0.5210, 0.4010 ,0.4510
2111.000, -0.0110, 0.1910 ,0.4110
2112.000, -0.8910, 0.5410 ,0.9910
2113.000, -0.2810, 0.3710 ,0.9810
2114.000, -0.0710, 0.5010 ,0.3710
2115.000, -0.4210, 0.6010 ,0.1610
2116.000, -0.9910, 0.1910 ,0.4010
2117.000, -0.8910, 0.7810 ,0.5910
2118.000, -0.8410, 0.6010 ,0.7510
2119.000, -0.0410, 0.7010 ,0.3610
2120.000, -0.4110, 0.3710 ,0.7110
2121.000, -0.8210, 0.9910 ,0.3110
2122.000, -0.0410, 0.4210 ,0.7410
2123.000, -0.4910, 0.0610 ,0.2110
2124.000, -0.5810, 0.3310 ,0.4610
2125.000, -0.0110, 0.0710 ,0.3410
2126.000, -0.1110, 0.5110 ,0.1010
2127.000, -0.3110, 0.0510 ,0.0710
2128.000, -0.9410, 0.0110 ,0.3410
2129.000, -0.3610, 0.4710 ,0.8710
2130.000, -0.1210, 0.8010 ,0.1810
2131.000, -0.6010, 0.2010 ,0.6110
2132.000, -0.7410, 0.9110 ,0.2910
2133.000, -0.5710, 0.2710 ,0.3710
2134.000, -0.4310, 0.3310 ,0.1710
2135.000, -0.9310, 0.1610 ,0.2710
2136.000, -0.9110, 0.4910 ,0.4710
2137.000, -0.4710, 0.6010 ,0.4410
2138.000, -0.6410, 0.7410 ,0.0710
2139.000, -0.8310, 0.8010 ,0.5410
2140.000, -0.0910, 0.3810 ,0.3310
2141.000, -0.8110, 0.2810 ,0.2810
2142.000, -0.2910, 0.6410 ,0.1010
2143.000, -0.4810, 0.9610 ,0.6110
2144.000, -0.2610, 0.4310 ,0.4410
2145.000, -0.4710, 0.3210 ,0.8210
2146.000, -0.2310, 0.7410 ,0.5610
2147.000, -0.8010, 0.9410 ,0.9210
2148.000, -0.5210, 0.3110 ,0.4310
2149.000, -0.6210, 0.6110 ,0.4710
2150.000, -0.5710, 0.1510 ,0.5610
2151.000, -0.4510, 0.6010 ,0.8810
2152.000, -0.7010, 0.4810 ,0.3210
2153.000, -0.7510, 0.2010 ,0.2410
2154.000, -0.2010, 0.5410 ,0.6410
2155.000, -0.4210, 0.7710 ,0.3510
2156.000, -0.7110, 0.0210 ,0.8510
2157.000, -0.9110, 0.7210 ,0.5410
2158.000, -0.7110, 0.7010 ,0.2610
2159.000, -0.5110, 0.7910 ,0.5010
2160.000, -0.3510, 0.6810 ,0.6710
2161.000, -0.6310, 0.3810 ,0.0910
2162.000, -0.1410, 0.1410 ,0.1010
2163.000, -0.1810, 0.1310 ,0.5810
2164.000, -0.1310, 0.5410 ,0.6110
2165.000, -0.2810, 0.7110 ,0.5110
2166.000, -0.5010, 0.9910 ,0.9310
2167.000, -0.7710, 0.1410 ,0.8310
2168.000, -0.7110, 0.0810 ,0.8110
2169.000, -0.3310, 0.5010 ,0.0310
2170.000, -0.8910, 0.3710 ,0.9010
2171.000, -0.9010, 0.1610 ,0.1010
2172.000, -0.9110, 0.4410 ,0.3310
2173.000, -0.7910, 0.4210 ,0.3910
2174.000, -0.7810, 0.1910 ,0.6710
2175.000, -0.7810, 0.2310 ,0.8910
2176.000, -0.7210, 0.6910 ,0.3610
2177.000, -0.9910, 0.6910 ,0.9310
2178.000, -0.7010, 0.6010 ,0.1810
2179.000, -0.4310, 0.4810 ,0.8710
2180.000, -0.1710, 0.6310 ,0.1110
2181.000, -0.5910, 0.8010 ,0.8610
2182.000, -0.9910, 0.5210 ,0.6810
