278.000, -0.4510, -0.2110 ,-0.3710
279.000, -0.8610, -0.3110 ,-0.1810
280.000, -0.2510, -0.9910 ,-0.5310
281.000, -0.8510, -0.2410 ,-0.0710
282.000, -0.4310, -0.8210 ,-0.7510
283.000, -0.3910, -0.0310 ,-0.3310
284.000, -0.8010, -0.2910 ,-0.6410
285.000, -0.6310, -0.7410 ,-0.3910
286.000, -0.3710, -0.9210 ,-0.0710
287.000, -0.5710, -0.4010 ,-0.2510
288.000, -0.1310, -0.9310 ,-0.5310
289.000, -0.9010, -0.2210 ,-0.0110
290.000, -0.1810, -0.8510 ,-0.5310
291.000, -0.4710, -0.9610 ,-0.2410
292.000, -0.2210, -0.4310 ,-0.2910
293.000, -0.3310, -0.4210 ,-0.6310
294.000, -0.0910, -0.9310 ,-0.2010
295.000, -0.6610, -0.8010 ,-0.1710
296.000, -0.4810, -0.6210 ,-0.6210
297.000, -0.7010, -0.5210 ,-0.0610
298.000, -0.3510, -0.0810 ,-0.5510
299.000, -0.6010, -0.0010 ,-0.4410
300.000, -0.8410, -0.1610 ,-0.8210
301.000, -0.5310, -0.4410 ,-0.3610
302.000, -0.5810, -0.5410 ,-0.0410
303.000, -0.9910, -0.1310 ,-0.7410
304.000, -0.9410, -0.1910 ,-0.4910
305.000, -0.8310, -0.5010 ,-0.9610
306.000, -0.0910, -0.4610 ,-0.9910
307.000, -0.1610, -0.7910 ,-0.2110
308.000, -0.4310, -0.5210 ,-0.9910
309.000, -0.1310, -0.2110 ,-0.0210
310.000, -0.8210, -0.8510 ,-0.6110
311.000, -0.4010, -0.5410 ,-0.0010
312.000, -0.4110, -0.7610 ,-0.6910
313.000, -0.6810, -0.6710 ,-0.4610
314.000, -0.1410, -0.5310 ,-0.4510
315.000, -0.7510, -0.2510 ,-0.7110
316.000, -0.7110, -0.0310 ,-0.1810
317.000, -0.8710, -0.6810 ,-0.0310
318.000, -0.9510, -0.6510 ,-0.2010
319.000, -0.2810, -0.6410 ,-0.2010
320.000, -0.4110, -0.2210 ,-0.9410
321.000, -0.9410, -0.7510 ,-0.6410
322.000, -0.0210, -0.5010 ,-0.0910
323.000, -0.6410, -0.4810 ,-0.4410
324.000, -0.1310, -0.7110 ,-0.6510
325.000, -0.5910, -0.8810 ,-0.2610
326.000, -0.6710, -0.8910 ,-0.8810
327.000, -0.8610, -0.9610 ,-0.5510
328.000, -0.9210, -0.5910 ,-0.1310
329.000, -0.4210, -0.7610 ,-0.8710
330.000, -0.1210, -0.7010 ,-0.6810
331.000, -0.7410, -0.3710 ,-0.1810
332.000, -0.9510, -0.0410 ,-0.0510
333.000, -0.5610, -0.4610 ,-0.0210
334.000, -0.9610, -0.2110 ,-0.7910
335.000, -0.5710, -0.6710 ,-0.1110
336.000, -0.3710, -0.0110 ,-0.7610
337.000, -0.3310, -0.8310 ,-0.9310
338.000, -0.1410, -0.2410 ,-0.8110
339.000, -0.0010, -0.7810 ,-0.6710
340.000, -0.6010, -0.0810 ,-0.8210
341.000, -0.9810, -0.2410 ,-0.4410
342.000, -0.1810, -0.0910 ,-0.5910
343.000, -0.4010, -0.4010 ,-0.1010
344.000, -0.3410, -0.4810 ,-0.5610
345.000, -0.1510, -0.8110 ,-0.9410
346.000, -0.0110, -0.4110 ,-0.0510
347.000, -0.3610, -0.2010 ,-0.4510
348.000, -0.1710, -0.6410 ,-0.1210
349.000, -0.3110, -0.6910 ,-0.3010
350.000, -0.6610, -0.5710 ,-0.9810
351.000, -0.5710, -0.2210 ,-0.0110
352.000, -0.4010, -0.4710 ,-0.7810
353.000, -0.5710, -0.5110 ,-0.6810
354.000, -0.6210, -0.4010 ,-0.3610
355.000, -0.3710, -0.3310 ,-0.0710
356.000, -0.8210, -0.9310 ,-0.0210
357.000, -0.3810, -0.5410 ,-0.9510
358.000, -0.4210, -0.6410 ,-0.2210
359.000, -0.4410, -0.7910 ,-0.7710
360.000, -0.3710, -0.8410 ,-0.6610
361.000, -0.7010, -0.3710 ,-0.8410
362.000, -0.7510, -0.0610 ,-0.8510
363.000, -0.5510, -0.2110 ,-0.5310
364.000, -0.9310, -0.4510 ,-0.4010
365.000, -0.9410, -0.7710 ,-0.2210
366.000, -0.6210, -0.3210 ,-0.1810
367.000, -0.1110, -0.2910 ,-0.9710
368.000, -0.7410, -0.3410 ,-0.7710
369.000, -0.3310, -0.3410 ,-0.3510
370.000, -0.9910, -0.3610 ,-0.7010
371.000, -0.3510, -0.1310 ,-0.9910
372.000, -0.4810, -0.2410 ,-0.1410
373.000, -0.5710, -0.8910 ,-0.9710
374.000, -0.4610, -0.8110 ,-0.7110
375.000, -0.1810, -0.5810 ,-0.6710
376.000, -0.9910, -0.1510 ,-0.9610
