7626.000, 0.2610, -0.1810 ,-0.0010
7627.000, 0.0510, -0.3210 ,-0.2510
7628.000, 0.5510, -0.4910 ,-0.5410
7629.000, 0.5910, -0.6810 ,-0.0410
7630.000, 0.3510, -0.0510 ,-0.6710
7631.000, 0.5210, -0.7510 ,-0.7310
7632.000, 0.9510, -0.2210 ,-0.6210
7633.000, 0.7510, -0.0810 ,-0.9910
7634.000, 0.0010, -0.2110 ,-0.5910
7635.000, 0.1910, -0.6210 ,-0.9510
7636.000, 0.4510, -0.3310 ,-0.1910
7637.000, 0.9910, -0.3010 ,-0.0410
7638.000, 0.7110, -0.7610 ,-0.6910
7639.000, 0.5510, -0.0110 ,-0.9310
7640.000, 0.0910, -0.8510 ,-0.7210
7641.000, 0.9810, -0.9610 ,-0.2410
7642.000, 0.2210, -0.3010 ,-0.1010
7643.000, 0.6010, -0.7310 ,-0.2710
7644.000, 0.8510, -0.2910 ,-0.4910
7645.000, 0.6510, -0.3510 ,-0.5310
7646.000, 0.9010, -0.5110 ,-0.3710
7647.000, 0.5010, -0.7810 ,-0.4710
7648.000, 0.5510, -0.8810 ,-0.1610
7649.000, 0.9310, -0.3110 ,-0.0010
7650.000, 0.1910, -0.2410 ,-0.4110
7651.000, 0.8310, -0.0610 ,-0.5210
7652.000, 0.0610, -0.3310 ,-0.9910
7653.000, 0.2110, -0.1310 ,-0.5610
7654.000, 0.8910, -0.6310 ,-0.7810
7655.000, 0.9110, -0.1410 ,-0.4210
7656.000, 0.3810, -0.9810 ,-0.9110
7657.000, 0.6010, -0.2110 ,-0.3110
7658.000, 0.1110, -0.0910 ,-0.8610
7659.000, 0.8110, -0.7310 ,-0.5610
7660.000, 0.9510, -0.6810 ,-0.6110
7661.000, 0.4110, -0.2810 ,-0.0610
7662.000, 0.5910, -0.3410 ,-0.6610
7663.000, 0.1110, -0.9410 ,-0.0310
7664.000, 0.4110, -0.6510 ,-0.2910
7665.000, 0.6310, -0.5210 ,-0.5210
7666.000, 0.4910, -0.7710 ,-0.8810
7667.000, 0.0210, -0.3010 ,-0.9610
7668.000, 0.7510, -0.4710 ,-0.2110
7669.000, 0.5210, -0.1510 ,-0.7210
7670.000, 0.5310, -0.8210 ,-0.5610
7671.000, 0.8810, -0.9410 ,-0.5110
7672.000, 0.2110, -0.7510 ,-0.2310
7673.000, 0.3410, -0.2810 ,-0.3210
7674.000, 0.0210, -0.1610 ,-0.2110
7675.000, 0.4810, -0.0210 ,-0.7710
7676.000, 0.3310, -0.4510 ,-0.8510
7677.000, 0.2910, -0.9710 ,-0.6910
7678.000, 0.8610, -0.1910 ,-0.7110
7679.000, 0.7510, -0.3310 ,-0.1810
7680.000, 0.6610, -0.0410 ,-0.3710
7681.000, 0.2110, -0.7210 ,-0.6010
7682.000, 0.9010, -0.3410 ,-0.1110
7683.000, 0.5910, -0.8210 ,-0.3810
7684.000, 0.0510, -0.2710 ,-0.2810
7685.000, 0.0410, -0.4910 ,-0.7210
7686.000, 0.1410, -0.1310 ,-0.3110
7687.000, 0.3410, -0.3910 ,-0.7810
7688.000, 0.8210, -0.3210 ,-0.9110
7689.000, 0.6510, -0.9610 ,-0.3310
7690.000, 0.2510, -0.0910 ,-0.2610
7691.000, 0.6610, -0.1210 ,-0.6210
7692.000, 0.4710, -0.6710 ,-0.7910
7693.000, 0.8910, -0.0610 ,-0.6110
7694.000, 0.8110, -0.0710 ,-0.1610
7695.000, 0.3110, -0.3510 ,-0.7110
7696.000, 0.6110, -0.5710 ,-0.4610
7697.000, 0.8710, -0.2710 ,-0.2210
7698.000, 0.1310, -0.1310 ,-0.2510
7699.000, 0.5510, -0.8210 ,-0.4210
7700.000, 0.7910, -0.6810 ,-0.9610
